4,平日,06:00:00,0
4,平日,06:15:00,0
4,平日,06:30:00,0
4,平日,06:45:00,0
4,平日,07:00:00,1
4,平日,07:15:00,1
4,平日,07:30:00,1
4,平日,07:45:00,1
4,平日,08:00:00,1
4,平日,08:15:00,1
4,平日,08:30:00,1
4,平日,08:45:00,1
4,平日,09:00:00,1
4,平日,09:15:00,1
4,平日,09:30:00,1
4,平日,09:45:00,1
4,平日,10:00:00,1
4,平日,10:15:00,1
4,平日,10:30:00,1
4,平日,10:45:00,1
4,平日,11:00:00,1
4,平日,11:15:00,1
4,平日,11:30:00,1
4,平日,11:45:00,1
4,平日,12:00:00,1
4,平日,12:15:00,2
4,平日,12:30:00,1
4,平日,12:45:00,1
4,平日,13:00:00,1
4,平日,13:15:00,1
4,平日,13:30:00,1
4,平日,13:45:00,1
4,平日,14:00:00,1
4,平日,14:15:00,1
4,平日,14:30:00,1
4,平日,14:45:00,2
4,平日,15:00:00,2
4,平日,15:15:00,3
4,平日,15:30:00,1
4,平日,15:45:00,3
4,平日,16:00:00,3
4,平日,16:15:00,4
4,平日,16:30:00,5
4,平日,16:45:00,4
4,平日,17:00:00,2
4,平日,17:15:00,12
4,平日,17:30:00,26
4,平日,17:45:00,14
4,平日,18:00:00,20
4,平日,18:15:00,5
4,平日,18:30:00,5
4,平日,18:45:00,6
4,平日,19:00:00,2
4,平日,19:15:00,2
4,平日,19:30:00,6
4,平日,19:45:00,2
4,平日,20:00:00,4
4,平日,20:15:00,3
4,平日,20:30:00,2
4,平日,20:45:00,1
4,平日,21:00:00,3
4,平日,21:15:00,1
4,平日,21:30:00,0
4,平日,21:45:00,0
4,平日,22:00:00,1
4,平日,22:15:00,0
4,平日,22:30:00,0
4,平日,22:45:00,0
4,土日祝,06:00:00,0
4,土日祝,06:15:00,0
4,土日祝,06:30:00,0
4,土日祝,06:45:00,0
4,土日祝,07:00:00,0
4,土日祝,07:15:00,0
4,土日祝,07:30:00,0
4,土日祝,07:45:00,1
4,土日祝,08:00:00,1
4,土日祝,08:15:00,1
4,土日祝,08:30:00,0
4,土日祝,08:45:00,1
4,土日祝,09:00:00,1
4,土日祝,09:15:00,1
4,土日祝,09:30:00,1
4,土日祝,09:45:00,1
4,土日祝,10:00:00,1
4,土日祝,10:15:00,1
4,土日祝,10:30:00,1
4,土日祝,10:45:00,1
4,土日祝,11:00:00,1
4,土日祝,11:15:00,1
4,土日祝,11:30:00,1
4,土日祝,11:45:00,1
4,土日祝,12:00:00,1
4,土日祝,12:15:00,1
4,土日祝,12:30:00,1
4,土日祝,12:45:00,1
4,土日祝,13:00:00,1
4,土日祝,13:15:00,1
4,土日祝,13:30:00,1
4,土日祝,13:45:00,1
4,土日祝,14:00:00,1
4,土日祝,14:15:00,1
4,土日祝,14:30:00,1
4,土日祝,14:45:00,1
4,土日祝,15:00:00,1
4,土日祝,15:15:00,1
4,土日祝,15:30:00,1
4,土日祝,15:45:00,1
4,土日祝,16:00:00,1
4,土日祝,16:15:00,1
4,土日祝,16:30:00,0
4,土日祝,16:45:00,1
4,土日祝,17:00:00,1
4,土日祝,17:15:00,2
4,土日祝,17:30:00,1
4,土日祝,17:45:00,1
4,土日祝,18:00:00,2
4,土日祝,18:15:00,1
4,土日祝,18:30:00,1
4,土日祝,18:45:00,1
4,土日祝,19:00:00,1
4,土日祝,19:15:00,1
4,土日祝,19:30:00,1
4,土日祝,19:45:00,0
4,土日祝,20:00:00,1
4,土日祝,20:15:00,1
4,土日祝,20:30:00,1
4,土日祝,20:45:00,0
4,土日祝,21:00:00,1
4,土日祝,21:15:00,1
4,土日祝,21:30:00,0
4,土日祝,21:45:00,0
4,土日祝,22:00:00,0
4,土日祝,22:15:00,0
4,土日祝,22:30:00,0
4,土日祝,22:45:00,0
5,平日,06:00:00,0
5,平日,06:15:00,1
5,平日,06:30:00,1
5,平日,06:45:00,3
5,平日,07:00:00,1
5,平日,07:15:00,15
5,平日,07:30:00,12
5,平日,07:45:00,61
5,平日,08:00:00,49
5,平日,08:15:00,16
5,平日,08:30:00,9
5,平日,08:45:00,3
5,平日,09:00:00,1
5,平日,09:15:00,1
5,平日,09:30:00,6
5,平日,09:45:00,1
5,平日,10:00:00,2
5,平日,10:15:00,1
5,平日,10:30:00,1
5,平日,10:45:00,1
5,平日,11:00:00,1
5,平日,11:15:00,1
5,平日,11:30:00,1
5,平日,11:45:00,1
5,平日,12:00:00,2
5,平日,12:15:00,1
5,平日,12:30:00,2
5,平日,12:45:00,1
5,平日,13:00:00,3
5,平日,13:15:00,1
5,平日,13:30:00,1
5,平日,13:45:00,1
5,平日,14:00:00,1
5,平日,14:15:00,1
5,平日,14:30:00,1
5,平日,14:45:00,1
5,平日,15:00:00,1
5,平日,15:15:00,1
5,平日,15:30:00,1
5,平日,15:45:00,1
5,平日,16:00:00,1
